date,campaign_id,impressions,clicks,ctr,spend,cpc,conversions,cpa,revenue,roi
2025-04-05,Friction_Campaign_7,12776,774,0.06058234189104571,885.5949747884065,1.1441795539901893,79,11.210062972005145,6821.5889218489765,7.702831560758174
2025-04-06,Friction_Campaign_7,10345,508,0.04910584823586273,466.236209477079,0.9177878139312579,42,11.100862130406643,2909.0812284108165,6.239500856601383
2025-04-07,Friction_Campaign_7,16371,1017,0.06212204507971413,1170.7300325832364,1.1511603073581478,107,10.941402173675106,9295.737573462138,7.940120535689112
2025-04-08,Friction_Campaign_7,14353,782,0.05448338326482269,781.9719827482874,0.9999641723123879,72,10.860721982615102,5433.519211430794,6.948483233803806
2025-04-09,Friction_Campaign_7,14302,776,0.05425814571388617,766.2168623354307,0.9873928638343179,71,10.79178679345677,5290.6935079811155,6.904955722137294
2025-04-10,Friction_Campaign_7,12770,619,0.048472983555207516,540.7987050106077,0.8736651131027589,51,10.603896176678582,3362.63276697349,6.217900922872093
2025-04-11,Friction_Campaign_7,16054,978,0.06091939703500685,1064.5974663156915,1.0885454665804617,101,10.540568973422689,8297.212592486154,7.793755719897357
2025-04-12,Friction_Campaign_7,13068,810,0.06198347107438017,889.223868491291,1.0978072450509766,85,10.46145727636813,7042.215143739177,7.9195075540284465
2025-04-13,Friction_Campaign_7,10997,574,0.052196053469127944,525.6270764635215,0.9157266140479468,50,10.512541529270429,3455.4141813387414,6.573889238330643
2025-04-14,Friction_Campaign_7,12405,584,0.04707779121322048,550.1545475584085,0.9420454581479597,46,11.959881468661054,3270.3479518499526,5.944416830441174
2025-04-15,Friction_Campaign_7,15984,914,0.057182182182182184,1088.1277867774327,1.1905118017258562,89,12.226154907611603,7839.489999393711,7.2045674181438875
2025-04-16,Friction_Campaign_7,14537,713,0.049047258719130495,757.985442189614,1.0630931868017026,60,12.633090703160233,4628.641197315563,6.106504082643957
2025-04-17,Friction_Campaign_7,17226,945,0.054858934169279,1169.9877166943427,1.2380822398881932,89,13.14592940106003,7845.089556519796,6.705275144840955
2025-04-18,Friction_Campaign_7,15051,682,0.045312603813700086,725.7743775800423,1.0641853043695635,53,13.693856180755514,3941.2468986402646,5.430402367994319
2025-04-19,Friction_Campaign_7,13686,666,0.04866286716352477,793.1715799609789,1.190948318259728,56,14.163778213588909,4575.64716410954,5.768798680778055
2025-04-20,Friction_Campaign_7,12607,535,0.04243674149282145,578.3040100296921,1.0809420748218543,39,14.828307949479285,2840.620890803841,4.911985463593783
2025-04-21,Friction_Campaign_7,17914,818,0.04566261024896729,991.0857079732773,1.2115962200162314,66,15.016450120807232,5293.723632454557,5.341337878113456
2025-04-22,Friction_Campaign_7,16116,627,0.038905435591958304,674.3592014252924,1.0755330166272608,43,15.682772126169592,3008.8357720899303,4.461770174901748
2025-04-23,Friction_Campaign_7,15567,554,0.035588103038478834,568.2491522490367,1.025720491424254,35,16.23569006425819,2296.0394163252927,4.040550535338146
2025-04-24,Friction_Campaign_7,19100,791,0.04141361256544503,983.3985315235551,1.243234553127124,59,16.667771720738223,4613.049428772549,4.690925683634757
2025-04-25,Friction_Campaign_7,16430,555,0.03377967133292757,586.6964053510964,1.0571106402722457,34,17.25577662797342,2223.3293501228577,3.7895738406516264
2025-04-26,Friction_Campaign_7,12165,360,0.029593094944512947,348.32226385808116,0.9675618440502254,19,18.33275072937269,1118.8578671160392,3.212134230879659
2025-04-27,Friction_Campaign_7,15165,531,0.035014836795252226,633.6567108746751,1.193327139123682,34,18.636962084549268,2430.1448466986967,3.835112616962928
2025-04-28,Friction_Campaign_7,23355,956,0.04093341896810105,1391.2039358501988,1.4552342425211284,72,19.322276886808318,6177.5988399177495,4.44046963980336
2025-03-30,Fatigue_Campaign_8,6993,262,0.037466037466037466,511.2839956424179,1.951465632222969,18,28.40466642457877,998.1518484508863,1.9522454388519024
2025-03-31,Fatigue_Campaign_8,8646,320,0.037011334721258386,611.5917072164456,1.9112240850513924,21,29.12341462935455,1140.496895648082,1.8648011119033274
2025-04-01,Fatigue_Campaign_8,7885,266,0.033734939759036145,459.0809143897065,1.7258680992094229,16,28.692557149356656,784.6767543842656,1.709234101851958
2025-04-02,Fatigue_Campaign_8,7877,266,0.03376920147264187,454.15852995454424,1.7073628945659558,16,28.384908122159015,776.263247045261,1.709234101851958
2025-04-03,Fatigue_Campaign_8,10518,474,0.0450656018254421,1070.2295868951173,2.257868326782948,39,27.441784279361983,2502.2253605535966,2.3380267105237627
2025-04-04,Fatigue_Campaign_8,9939,423,0.042559613643223665,893.8867822311076,2.1132075230049825,33,27.087478249427505,1981.6150456870332,2.216852385646644
2025-04-05,Fatigue_Campaign_8,7053,266,0.037714447752729335,493.90281956916914,1.8567775171773275,18,27.439045531620508,949.7199849845158,1.9228883645834527
2025-04-06,Fatigue_Campaign_8,7428,295,0.039714593430263866,571.5269274671408,1.9373794151428503,21,27.215567974625753,1156.1047320118419,2.022835104437508
2025-04-07,Fatigue_Campaign_8,8424,304,0.03608736942070275,529.3538187157822,1.741295456301915,20,26.467690935789108,989.6136237909404,1.869474798900579
2025-04-08,Fatigue_Campaign_8,9177,361,0.039337474120082816,678.544058566733,1.8796234309327786,26,26.09784840641281,1388.6966927701,2.046582937743792
2025-04-09,Fatigue_Campaign_8,9196,362,0.03936494127881688,743.1520312363531,2.0529061636363344,26,28.582770432167425,1516.7208245506745,2.0409293937168753
2025-04-10,Fatigue_Campaign_8,9645,361,0.037428719543805083,762.6465119532035,2.1125942159368516,25,30.505860478128138,1443.0652171720071,1.8921809705471446
2025-04-11,Fatigue_Campaign_8,9767,336,0.03440155626087847,706.5077804036513,2.1027017273918194,21,33.64322763826911,1161.813487182611,1.6444454249588425
2025-04-12,Fatigue_Campaign_8,7732,239,0.03091050181065701,489.48459703582705,2.0480527072628747,14,34.96318550255908,727.4687553791293,1.486193354774519
2025-04-13,Fatigue_Campaign_8,8230,246,0.0298906439854192,528.5412085840193,2.1485414983090214,14,37.75294347028709,736.8464505778584,1.394113530999591
2025-04-14,Fatigue_Campaign_8,10835,309,0.028518689432395015,689.9430290525171,2.2328253367395376,17,40.58488406191277,898.8467035027658,1.3027839483169086
2025-04-15,Fatigue_Campaign_8,11862,337,0.028410048895633113,813.666870397628,2.414441751921745,18,45.20371502209045,995.9344509366612,1.2240076217555245
2025-04-16,Fatigue_Campaign_8,10792,253,0.02344329132690882,549.4444900766503,2.1717173520816218,11,49.94949909787729,530.3336935942517,0.9652179668236686
2025-04-17,Fatigue_Campaign_8,12654,315,0.024893314366998577,793.6675524777202,2.5195795316753022,16,49.60422202985751,867.8353292369583,1.0934494254271787
2025-04-18,Fatigue_Campaign_8,12689,287,0.022618015604066514,717.9869451289921,2.5016966729233174,13,55.229765009922474,679.5200849866594,0.9464240117410186
2025-04-19,Fatigue_Campaign_8,12372,307,0.02481409634658907,927.425469598348,3.0209298683985275,16,57.96409184989675,981.0605065702832,1.0578321802992576
2025-04-20,Fatigue_Campaign_8,12035,261,0.021686746987951807,760.3924258996285,2.9133809421441703,12,63.36603549163571,689.8890184518621,0.9072802344600512
2025-04-21,Fatigue_Campaign_8,14139,259,0.018318127165994767,703.438727846547,2.715979644195162,10,70.34387278465469,521.4684026153866,0.7413131833269541
2025-04-22,Fatigue_Campaign_8,18650,402,0.021554959785522788,1429.2823254408893,3.5554286702509685,20,71.46411627204446,1329.3568596645564,0.9300869646271537
2025-04-23,Fatigue_Campaign_8,17178,302,0.017580626382582374,981.9249489676794,3.2514071157870177,12,81.82707908063995,710.7079976287205,0.7237905487337952
2025-04-24,Fatigue_Campaign_8,16494,245,0.01485388626167091,759.7200327143769,3.100898092711742,9,84.4133369682641,495.6478466732369,0.6524085522693857
2025-04-25,Fatigue_Campaign_8,15444,187,0.012108262108262107,539.4742867813557,2.8848892341248966,6,89.91238113022594,299.9160781331872,0.5559413775261928
2025-04-26,Fatigue_Campaign_8,16112,220,0.01365441906653426,822.6489526687154,3.739313421221434,8,102.83111908358943,505.9828263509308,0.6150653018027878
2025-04-27,Fatigue_Campaign_8,14246,146,0.010248490804436333,479.9479735792916,3.2873148875293947,4,119.9869933948229,217.2381291673507,0.45262849543308065
2025-04-28,Fatigue_Campaign_8,19505,183,0.009382209689823123,655.3665133809775,3.5812377780381284,5,131.0733026761955,289.1037311894244,0.44113290088314705
2025-03-30,Failure_Campaign_9,4749,132,0.027795325331648767,271.1954422842556,2.0545109263958756,6,45.19924038070926,246.26224497832706,0.9080618866750917
2025-03-31,Failure_Campaign_9,5205,127,0.024399615754082612,226.4761431629874,1.7832767178187985,5,45.29522863259748,178.12581829309335,0.786510295545355
2025-04-01,Failure_Campaign_9,5731,154,0.026871401151631478,299.4509113129422,1.9444864370970272,7,42.7787016161346,271.9199594934058,0.9080618866750916
2025-04-02,Failure_Campaign_9,5631,148,0.026283075830225537,280.0026461520012,1.8919097712973054,7,40.00037802171446,264.5675580768639,0.9448752064051629
2025-04-03,Failure_Campaign_9,5532,143,0.025849602313810557,263.21148958120864,1.8406397872811793,7,37.60164136874409,257.3978850408792,0.9779128010347141
2025-04-04,Failure_Campaign_9,5076,120,0.02364066193853428,210.79454796175352,1.7566212330146127,5,42.1589095923507,175.46328701272526,0.8323900627855008
2025-04-05,Failure_Campaign_9,5356,146,0.02725914861837192,332.02416465416565,2.2741381140696277,7,47.43202352202366,300.01788164995975,0.9036025494182225
2025-04-06,Failure_Campaign_9,5210,120,0.023032629558541268,261.13439654041935,2.176119971170161,5,52.226879308083866,194.0764970819049,0.7432054132013399
2025-04-07,Failure_Campaign_9,6357,125,0.01966336322164543,261.6821479567001,2.0934571836536007,4,65.42053698917502,141.7686473117433,0.5417589561180208
2025-04-08,Failure_Campaign_9,6464,112,0.017326732673267328,235.35306797572417,2.10136667835468,3,78.45102265857473,101.56393981922,0.4315386270201328
2025-04-09,Failure_Campaign_9,8322,162,0.01946647440519106,433.21402188409945,2.674160628914194,6,72.20233698068324,246.56618589789045,0.5691555984858124
2025-04-10,Failure_Campaign_9,7619,117,0.015356345977162357,283.45709354741797,2.422710201259983,3,94.48569784913933,106.76328864024019,0.3766470872332583
2025-04-11,Failure_Campaign_9,8040,112,0.013930348258706468,283.65639959610337,2.5326464249652085,3,94.55213319870113,106.89209831105563,0.37683654753870754
2025-04-12,Failure_Campaign_9,7579,106,0.013986013986013986,313.6303651514379,2.958777029730546,3,104.5434550504793,119.81464528600738,0.3820250160667776
2025-04-13,Failure_Campaign_9,8041,101,0.012560626787712971,314.5450530226265,3.1143074556695693,2,157.27252651131326,80.79954011090324,0.25687747855023807
2025-04-14,Failure_Campaign_9,8984,84,0.009349955476402494,232.14301568408942,2.763607329572493,1,232.14301568408942,34.50598917865976,0.14864108264026799
2025-04-15,Failure_Campaign_9,11127,105,0.009436505796710704,356.99953747160316,3.399995594967649,2,178.49976873580158,81.83486882213631,0.22922962142113618
2025-04-16,Failure_Campaign_9,11547,89,0.007707629687364683,312.0909192378841,3.506639541998698,1,312.0909192378841,40.72872430507556,0.13050275350700297
2025-04-17,Failure_Campaign_9,10835,59,0.005445316105214582,193.02388957827526,3.2715913487843262,0,,0.0,0.0
2025-04-18,Failure_Campaign_9,9775,33,0.0033759590792838876,96.88539735512346,2.935921131973438,0,,0.0,0.0
2025-04-19,Failure_Campaign_9,9357,23,0.0024580527946991555,80.39886669469733,3.495602899769449,0,,0.0,0.0
2025-04-20,Failure_Campaign_9,9985,10,0.00100150225338007,37.13046236620181,3.713046236620181,0,,0.0,0.0
2025-04-21,Failure_Campaign_9,14109,1,7.0876745339854e-05,1.0,1.0,0,,0.0,0.0
2025-04-22,Failure_Campaign_9,14152,1,7.066139061616732e-05,1.0,1.0,0,,0.0,0.0
2025-04-23,Failure_Campaign_9,12806,1,7.808839606434484e-05,1.0,1.0,0,,0.0,0.0
2025-04-24,Failure_Campaign_9,13691,1,7.304068366079907e-05,1.0,1.0,0,,0.0,0.0
2025-04-25,Failure_Campaign_9,16675,1,5.997001499250375e-05,1.0,1.0,0,,0.0,0.0
2025-04-26,Failure_Campaign_9,13536,1,7.387706855791962e-05,1.0,1.0,0,,0.0,0.0
2025-04-27,Failure_Campaign_9,12750,1,7.843137254901961e-05,1.0,1.0,0,,0.0,0.0
2025-04-28,Failure_Campaign_9,16432,1,6.085686465433301e-05,1.0,1.0,1,1.0,38.902564655616196,38.902564655616196
2025-03-30,New_Campaign_10,4335,220,0.05074971164936563,147.1526124716849,0.6688755112349314,26,5.659715864295573,1987.8085256779366,13.508482739716433
2025-03-31,New_Campaign_10,5968,333,0.055797587131367295,242.8914255385057,0.7294036802958129,44,5.520259671329675,3668.3987079783305,15.103039145351705
2025-04-01,New_Campaign_10,4626,200,0.043233895373973194,111.97622698319275,0.5598811349159637,20,5.598811349159638,1279.916786467024,11.430254625913902
2025-04-02,New_Campaign_10,5862,321,0.054759467758444216,225.48436338066634,0.702443499628244,42,5.368675318587294,3372.2253856489324,14.955473342317255
2025-04-03,New_Campaign_10,5045,238,0.04717542120911794,142.50396589248538,0.5987561592121234,26,5.480921765095592,1779.423193243492,12.486832784611828
2025-04-04,New_Campaign_10,5775,312,0.054025974025974026,211.80810274357876,0.678872124178137,40,5.295202568589469,3103.872495116459,14.654172597325514
2025-04-05,New_Campaign_10,4876,278,0.05701394585726005,197.3072313062051,0.7097382421086514,37,5.332627873140678,3001.6208652686537,15.212928818662391
2025-04-06,New_Campaign_10,5041,297,0.05891688157111684,215.8997011012495,0.7269350205429276,41,5.265846368323158,3406.7114763328423,15.779139382574746
2025-04-07,New_Campaign_10,6695,420,0.06273338312173264,321.3851747227152,0.7652027969588457,62,5.183631850366374,5422.806942014685,16.87323301920624
2025-04-08,New_Campaign_10,5717,306,0.05352457582648242,198.11904784761353,0.6474478687830507,39,5.0799755858362445,2886.1926589062696,14.56797158204713
2025-04-09,New_Campaign_10,6828,436,0.0638547158758055,334.0555992105801,0.7661825669967434,66,5.0614484728875775,5780.056808268016,17.302679020878845
2025-04-10,New_Campaign_10,6500,395,0.06076923076923077,285.5266458978605,0.7228522680958493,57,5.009239401716851,4709.559724315314,16.49429148549601
2025-04-11,New_Campaign_10,6524,398,0.06100551808706315,286.171863545575,0.7190247827778266,57,5.020559009571491,4684.6227192110055,16.36996265520333
2025-04-12,New_Campaign_10,4915,282,0.05737538148524924,189.24767269497065,0.6710910379254278,38,4.980201913025543,2914.881747449464,15.402470772508098
2025-04-13,New_Campaign_10,5572,363,0.06514716439339555,273.7556370333033,0.7541477604223231,56,4.8884935184518445,4827.256519226327,17.633450662566908
2025-04-14,New_Campaign_10,6475,392,0.06054054054054054,272.4284357642405,0.6949704993985727,56,4.864793495790009,4448.466268749569,16.328935179877007
2025-04-15,New_Campaign_10,6936,450,0.06487889273356401,332.1122402073395,0.7380272004607544,69,4.813220872570137,5820.72878726061,17.52639042640132
2025-04-16,New_Campaign_10,5795,314,0.0541846419327006,191.95870713696132,0.611333462219622,40,4.798967678424033,2795.0788538047186,14.56083391836166
2025-04-17,New_Campaign_10,6158,355,0.057648587203637545,228.69035495234948,0.6441981829643647,48,4.764382394840614,3534.407645200205,15.454992170249783
2025-04-18,New_Campaign_10,6647,414,0.06228373702422145,285.4532276058013,0.689500549772467,61,4.679561108291825,4807.511777650221,16.84167952127411
2025-04-19,New_Campaign_10,5788,392,0.06772633033863165,291.72084848139275,0.7441858379627366,63,4.630489658434805,5358.927178655306,18.37005207736163
2025-04-20,New_Campaign_10,4700,258,0.0548936170212766,154.62819406097918,0.5993340855076712,33,4.685702850332703,2260.6785971028394,14.620093126168944
2025-04-21,New_Campaign_10,6473,392,0.060559246099181216,256.7205439207169,0.6548993467365227,56,4.584295427155659,4191.973121024154,16.328935179877003
2025-04-22,New_Campaign_10,8316,648,0.07792207792207792,540.7493296910808,0.8344897063133963,120,4.50624441409234,11446.115791039478,21.167138196136857
2025-04-23,New_Campaign_10,7202,486,0.06748125520688697,348.4263335695865,0.7169266122830998,78,4.46700427653316,6391.829906661955,18.34485310331861
2025-04-24,New_Campaign_10,8340,651,0.07805755395683453,536.143974614906,0.8235698534791184,121,4.430941938966166,11390.471884266442,21.24517372865718
2025-04-25,New_Campaign_10,6820,435,0.06378299120234604,290.646860049911,0.6681537012641633,66,4.403740303786531,5040.530176899491,17.342455294490062
2025-04-26,New_Campaign_10,6094,434,0.07121759107318675,321.31588234210966,0.7403591759034784,73,4.401587429343968,6177.620543502234,19.226004324693893
2025-04-27,New_Campaign_10,6167,445,0.07215826171558294,330.78198335633317,0.7433302996771531,76,4.352394517846489,6457.305493314729,19.52133374313386
2025-04-28,New_Campaign_10,7741,561,0.07247125694354735,415.5424901704074,0.7407174512841487,96,4.3285676059417435,8127.925511074364,19.559794012259086
